Datetime,Price
2025-04-10 14:00:00+00:00,5308.05
2025-04-10 14:01:00+00:00,5294.14
2025-04-10 14:02:00+00:00,5305.4
2025-04-10 14:03:00+00:00,5305.27
2025-04-10 14:04:00+00:00,5304.31
2025-04-10 14:05:00+00:00,5315.23
2025-04-10 14:06:00+00:00,5302.28
2025-04-10 14:07:00+00:00,5296.29
2025-04-10 14:08:00+00:00,5305.13
2025-04-10 14:09:00+00:00,5307.42
2025-04-10 14:10:00+00:00,5294.18
2025-04-10 14:11:00+00:00,5290.28
2025-04-10 14:12:00+00:00,5286.62
2025-04-10 14:13:00+00:00,5297.58
2025-04-10 14:14:00+00:00,5294.09
2025-04-10 14:15:00+00:00,5301.24
2025-04-10 14:16:00+00:00,5301.94
2025-04-10 14:17:00+00:00,5298.75
2025-04-10 14:18:00+00:00,5300.82
2025-04-10 14:19:00+00:00,5293.68
2025-04-10 14:20:00+00:00,5295.12
2025-04-10 14:21:00+00:00,5304.29
2025-04-10 14:22:00+00:00,5308.31
2025-04-10 14:23:00+00:00,5313.57
2025-04-10 14:24:00+00:00,5317.37
2025-04-10 14:25:00+00:00,5319.87
2025-04-10 14:26:00+00:00,5319.28
2025-04-10 14:27:00+00:00,5315.09
2025-04-10 14:28:00+00:00,5314.41
2025-04-10 14:29:00+00:00,5301.35
2025-04-10 14:30:00+00:00,5310.95
2025-04-10 14:31:00+00:00,5321.56
2025-04-10 14:32:00+00:00,5316.8
2025-04-10 14:33:00+00:00,5321.48
2025-04-10 14:34:00+00:00,5325.68
2025-04-10 14:35:00+00:00,5323.39
2025-04-10 14:36:00+00:00,5331.7
2025-04-10 14:37:00+00:00,5322.73
2025-04-10 14:38:00+00:00,5325.6
2025-04-10 14:39:00+00:00,5324.13
2025-04-10 14:40:00+00:00,5328.16
2025-04-10 14:41:00+00:00,5323.94
2025-04-10 14:42:00+00:00,5332.79
2025-04-10 14:43:00+00:00,5316.87
2025-04-10 14:44:00+00:00,5317.37
2025-04-10 14:45:00+00:00,5314.7
2025-04-10 14:46:00+00:00,5315.52
2025-04-10 14:47:00+00:00,5307.33
2025-04-10 14:48:00+00:00,5302.74
2025-04-10 14:49:00+00:00,5302.04
2025-04-10 14:50:00+00:00,5301.55
2025-04-10 14:51:00+00:00,5300.23
2025-04-10 14:52:00+00:00,5296.48
2025-04-10 14:53:00+00:00,5297.29
2025-04-10 14:54:00+00:00,5299.46
2025-04-10 14:55:00+00:00,5297.3
2025-04-10 14:56:00+00:00,5291.72
2025-04-10 14:57:00+00:00,5291.13
2025-04-10 14:58:00+00:00,5282.98
2025-04-10 14:59:00+00:00,5280.77
2025-04-10 15:00:00+00:00,5280.71
2025-04-10 15:01:00+00:00,5280.54
2025-04-10 15:02:00+00:00,5280.71
2025-04-10 15:03:00+00:00,5282.97
2025-04-10 15:04:00+00:00,5284.18
2025-04-10 15:05:00+00:00,5289.43
2025-04-10 15:06:00+00:00,5296.35
2025-04-10 15:07:00+00:00,5298.31
2025-04-10 15:08:00+00:00,5298.63
2025-04-10 15:09:00+00:00,5302.78
2025-04-10 15:10:00+00:00,5301.56
2025-04-10 15:11:00+00:00,5296.05
2025-04-10 15:12:00+00:00,5294.77
2025-04-10 15:13:00+00:00,5291.86
2025-04-10 15:14:00+00:00,5282.37
2025-04-10 15:15:00+00:00,5282.19
2025-04-10 15:18:00+00:00,5274.87
2025-04-10 15:19:00+00:00,5271.69
2025-04-10 15:20:00+00:00,5273.35
2025-04-10 15:21:00+00:00,5269.73
2025-04-10 15:22:00+00:00,5266.83
2025-04-10 15:23:00+00:00,5262.39
2025-04-10 15:24:00+00:00,5264.17
2025-04-10 15:25:00+00:00,5261.66
2025-04-10 15:26:00+00:00,5267.22
2025-04-10 15:27:00+00:00,5261.45
2025-04-10 15:28:00+00:00,5260.2
2025-04-10 15:29:00+00:00,5255.38
2025-04-10 15:30:00+00:00,5253.88
2025-04-10 15:31:00+00:00,5249.23
2025-04-10 15:32:00+00:00,5251.05
2025-04-10 15:33:00+00:00,5242.13
2025-04-10 15:34:00+00:00,5251.64
2025-04-10 15:35:00+00:00,5246.78
2025-04-10 15:36:00+00:00,5252.97
2025-04-10 15:37:00+00:00,5245.21
2025-04-10 15:38:00+00:00,5246.59
2025-04-10 15:39:00+00:00,5238.45
2025-04-10 15:40:00+00:00,5245.75
2025-04-10 15:41:00+00:00,5242.58
2025-04-10 15:42:00+00:00,5248.7
2025-04-10 15:43:00+00:00,5242.21
2025-04-10 15:44:00+00:00,5234.6
2025-04-10 15:45:00+00:00,5243.16
2025-04-10 15:46:00+00:00,5238.92
2025-04-10 15:47:00+00:00,5233.64
2025-04-10 15:48:00+00:00,5229.52
2025-04-10 15:49:00+00:00,5227.53
2025-04-10 15:50:00+00:00,5223.56
2025-04-10 15:51:00+00:00,5216.85
2025-04-10 15:52:00+00:00,5218.82
2025-04-10 15:53:00+00:00,5221.98
2025-04-10 15:54:00+00:00,5231.04
2025-04-10 15:55:00+00:00,5222.39
2025-04-10 15:56:00+00:00,5214.85
2025-04-10 15:57:00+00:00,5206.5
2025-04-10 15:58:00+00:00,5203.4
2025-04-10 15:59:00+00:00,5203.98
2025-04-10 16:00:00+00:00,5205.12
2025-04-10 16:01:00+00:00,5189.3
2025-04-10 16:02:00+00:00,5195.98
2025-04-10 16:03:00+00:00,5185.16
2025-04-10 16:04:00+00:00,5183.26
2025-04-10 16:05:00+00:00,5178.81
2025-04-10 16:06:00+00:00,5187.91
2025-04-10 16:07:00+00:00,5195.59
2025-04-10 16:08:00+00:00,5199.5
2025-04-10 16:09:00+00:00,5196.75
2025-04-10 16:10:00+00:00,5188.75
2025-04-10 16:11:00+00:00,5203.96
2025-04-10 16:12:00+00:00,5195.05
2025-04-10 16:13:00+00:00,5186.91
2025-04-10 16:14:00+00:00,5180.0
2025-04-10 16:15:00+00:00,5176.67
2025-04-10 16:16:00+00:00,5175.63
2025-04-10 16:17:00+00:00,5170.93
2025-04-10 16:18:00+00:00,5159.08
2025-04-10 16:19:00+00:00,5162.02
2025-04-10 16:20:00+00:00,5156.76
2025-04-10 16:21:00+00:00,5143.0
2025-04-10 16:22:00+00:00,5129.25
2025-04-10 16:23:00+00:00,5135.29
2025-04-10 16:24:00+00:00,5149.73
2025-04-10 16:25:00+00:00,5137.5
2025-04-10 16:26:00+00:00,5138.16
2025-04-10 16:27:00+00:00,5120.38
2025-04-10 16:28:00+00:00,5141.1
2025-04-10 16:29:00+00:00,5136.34
2025-04-10 16:30:00+00:00,5160.97
2025-04-10 16:31:00+00:00,5168.6
2025-04-10 16:32:00+00:00,5175.26
2025-04-10 16:33:00+00:00,5178.79
2025-04-10 16:34:00+00:00,5186.26
2025-04-10 16:35:00+00:00,5174.77
2025-04-10 16:36:00+00:00,5181.42
2025-04-10 16:37:00+00:00,5195.83
2025-04-10 16:38:00+00:00,5199.61
2025-04-10 16:39:00+00:00,5197.84
2025-04-10 16:40:00+00:00,5186.75
2025-04-10 16:41:00+00:00,5187.47
2025-04-10 16:42:00+00:00,5192.26
2025-04-10 16:43:00+00:00,5188.67
2025-04-10 16:44:00+00:00,5195.89
2025-04-10 16:45:00+00:00,5178.0
2025-04-10 16:46:00+00:00,5180.75
2025-04-10 16:47:00+00:00,5188.11
2025-04-10 16:48:00+00:00,5192.87
2025-04-10 16:49:00+00:00,5212.46
2025-04-10 16:50:00+00:00,5214.23
2025-04-10 16:51:00+00:00,5217.45
2025-04-10 16:52:00+00:00,5204.99
2025-04-10 16:53:00+00:00,5203.83
2025-04-10 16:54:00+00:00,5197.26
2025-04-10 16:55:00+00:00,5199.34
2025-04-10 16:56:00+00:00,5196.72
2025-04-10 16:57:00+00:00,5208.3
2025-04-10 16:58:00+00:00,5215.16
2025-04-10 16:59:00+00:00,5214.07
2025-04-10 17:00:00+00:00,5227.92
2025-04-10 17:01:00+00:00,5211.03
2025-04-10 17:02:00+00:00,5248.57
2025-04-10 17:03:00+00:00,5226.66
2025-04-10 17:04:00+00:00,5229.32
2025-04-10 17:05:00+00:00,5214.48
2025-04-10 17:06:00+00:00,5214.08
2025-04-10 17:07:00+00:00,5201.06
2025-04-10 17:08:00+00:00,5202.33
2025-04-10 17:09:00+00:00,5193.02
2025-04-10 17:10:00+00:00,5178.45
2025-04-10 17:11:00+00:00,5169.48
2025-04-10 17:12:00+00:00,5168.5
2025-04-10 17:13:00+00:00,5156.86
2025-04-10 17:14:00+00:00,5159.4
2025-04-10 17:15:00+00:00,5161.32
2025-04-10 17:16:00+00:00,5162.94
2025-04-10 17:17:00+00:00,5163.1
2025-04-10 17:18:00+00:00,5173.23
2025-04-10 17:19:00+00:00,5171.51
2025-04-10 17:20:00+00:00,5166.75
2025-04-10 17:21:00+00:00,5154.03
2025-04-10 17:22:00+00:00,5161.82
2025-04-10 17:23:00+00:00,5168.67
2025-04-10 17:24:00+00:00,5174.73
2025-04-10 17:25:00+00:00,5189.3
2025-04-10 17:26:00+00:00,5195.93
2025-04-10 17:27:00+00:00,5200.85
2025-04-10 17:28:00+00:00,5206.58
2025-04-10 17:29:00+00:00,5209.93
2025-04-10 17:30:00+00:00,5206.53
2025-04-10 17:31:00+00:00,5206.88
2025-04-10 17:32:00+00:00,5214.99
2025-04-10 17:33:00+00:00,5222.94
2025-04-10 17:34:00+00:00,5209.64
2025-04-10 17:35:00+00:00,5212.19
2025-04-10 17:36:00+00:00,5218.46
2025-04-10 17:37:00+00:00,5220.77
2025-04-10 17:38:00+00:00,5232.03
2025-04-10 17:39:00+00:00,5213.03
